"SUB_TYPE","EVENT_MONTH","AMPLIFIED_SOUND_DISTRICT","EVENT_YEAR","CAPACITY","DECIBEL_LEVEL","END_HOURS_CONC_POUR_MON_SAT","END_HOURS_NEAR_HOME_FRI_SAT","END_HOURS_NEAR_HOME_SUN_THUR","END_HOURS_NOT_NEAR_HOME","EXISTING_ZONING","EXPIRATION_DATE","IN_DATE","ISSUE_DATE","ISSUED_BY","OMV_FRI_END_TIME","OMV_FRI_START_TIME","OMV_MON_END_TIME","OMV_MON_START_TIME","OMV_SAT_END_TIME","OMV_SAT_START_TIME","OMV_SUN_END_TIME","OMV_SUN_START_TIME","OMV_THU_END_TIME","OMV_THU_START_TIME","OMV_TUE_END_TIME","OMV_TUE_START_TIME","OMV_WED_END_TIME","OMV_WED_START_TIME","REST_51_PERCENT_FOOD_SALES","SQUARE_FOOTAGE","START_DATE","MULTIPLE_START_DATES","START_HOURS_CONC_POUR_MON_SAT","START_HOURS_NEAR_HOME_FRI_SAT","START_HOURS_NEAR_HOME_SUN_THUR","START_HOURS_NOT_NEAR_HOME","STATUS","STREET_ADDRESS","ZIPCODE","LATITUDE","LONGITUDE","COUNCIL_DISTRICT","time_diff","in_mon","issue_mon","in_year","issue_year"
"Concrete Pouring","MARCH","Unknown",2014,NA,NA,6,NA,NA,NA,"CBD","2014-03-08",2014-03-05,2014-03-05,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-03-06",FALSE,19,NA,NA,NA,"Expired","4TH ST","78701",30.267707,-97.7498852,9,0,"March","March","2014","2014"
"Concrete Pouring","DECEMBER","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-12-13",2023-12-12,2023-12-13,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-12-13",FALSE,0,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26001067,-97.74003826,9,1,"December","December","2023","2023"
"Concrete Pouring","DECEMBER","Unknown",2020,NA,NA,6,NA,NA,NA,"CBD","2020-12-04",2020-12-02,2020-12-02,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-12-03",FALSE,0,NA,NA,NA,"Expired","GUADALUPE ST","78701",30.26933058,-97.74638485,9,0,"December","December","2020","2020"
"Concrete Pouring","OCTOBER","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-10-04",2023-10-03,2023-10-03,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-10-04",FALSE,0,NA,NA,NA,"Expired","RAINEY ST","78701",30.25922859,-97.73890286,9,0,"October","October","2023","2023"
"Outdoor Music Venue",NA,"Other",2013,315,85,NA,NA,NA,NA,"CBD",NA,2013-09-27,2013-10-18,"Viktor Auzenne","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",5500,NA,FALSE,NA,NA,NA,NA,"Expired","5TH ST","78701",30.26750231,-97.74396875,9,21,"September","October","2013","2013"
"Concrete Pouring","NOVEMBER","Unknown",2022,NA,NA,7,NA,NA,NA,"CBD","2022-11-02",2022-10-31,2022-10-31,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-11-01",FALSE,0,NA,NA,NA,"Expired","RIVER ST","78701",30.25779098,-97.73853596,9,0,"October","October","2022","2022"
"Advertising Sound Amplification","OCTOBER","Other",2014,NA,85,NA,NA,NA,13,"R&D","2014-10-21",2014-10-17,2014-10-17,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-10-21",FALSE,NA,NA,NA,11,"Expired","RIVER PLACE BLVD","78726",30.39608138,-97.84446894,10,0,"October","October","2014","2014"
"Concrete Pouring","APRIL","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-04-22",2023-04-20,2023-04-20,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-04-22",FALSE,0,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26001067,-97.74003826,9,0,"April","April","2023","2023"
"Concrete Pouring","NOVEMBER","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-11-06",2023-11-03,2023-11-06,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-11-06",FALSE,0,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26165379,-97.73914502,9,3.04166666666667,"November","November","2023","2023"
"Concrete Pouring","NOVEMBER","Unknown",2019,NA,NA,6,NA,NA,NA,"CBD","2019-11-03",2019-10-28,2019-10-28,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-11-01",FALSE,1,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26080367,-97.73886053,9,0,"October","October","2019","2019"
"Concrete Pouring","APRIL","Unknown",2015,NA,NA,6,NA,NA,NA,"CBD","2015-04-28",2015-04-24,2015-04-24,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-27",FALSE,1,NA,NA,NA,"Expired","5TH ST","78701",30.26732724,-97.74483211,9,0,"April","April","2015","2015"
"Concrete Pouring","AUGUST","Unknown",2020,NA,NA,6,NA,NA,NA,"CBD","2020-08-13",2020-08-06,2020-08-06,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-08-12",FALSE,0,NA,NA,NA,"Expired","6TH ST","78701",30.26873118,-97.74435087,9,0,"August","August","2020","2020"
"Concrete Pouring","OCTOBER","Unknown",2020,NA,NA,7,NA,NA,NA,"CBD","2020-10-14",2020-10-12,2020-10-12,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-13",FALSE,0,NA,NA,NA,"Expired","EAST AVE","78701",30.25594069,-97.73893318,9,0,"October","October","2020","2020"
"Outdoor Music Venue",NA,"Warehouse",2018,NA,85,NA,NA,NA,NA,"CBD",NA,2018-04-18,2018-06-04,"Bryan Walker","02","10","02","10","02","10","02","10","02","10","02","10","02","10","No",1200,NA,FALSE,NA,NA,NA,NA,"Expired","COLORADO ST","78701",30.26650342,-97.74503163,9,47,"April","June","2018","2018"
"Concrete Pouring","FEBRUARY","Unknown",2010,NA,NA,6,NA,NA,NA,"CBD","2010-02-10",2010-01-11,2010-01-11,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-02-07",FALSE,19,NA,NA,NA,"Expired","LAVACA ST","78701",30.26533402,-97.74664086,9,0,"January","January","2010","2010"
"Advertising Sound Amplification","JULY","Other",2016,NA,85,NA,NA,NA,21,"MI","2016-07-16",2016-07-13,2016-07-13,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-16",FALSE,NA,NA,NA,15,"Expired","ROCK ROSE AVE","78758",30.40084563,-97.72311737,7,0,"July","July","2016","2016"
"Advertising Sound Amplification","MARCH","Other",2018,NA,85,NA,NA,NA,22,"CBD-CURE","2018-03-12",2018-03-08,2018-03-08,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-03-10",TRUE,NA,NA,NA,10,"Expired","CESAR CHAVEZ ST","78701",30.26180577,-97.7397239,9,0,"March","March","2018","2018"
"Advertising Sound Amplification","MARCH","Other",2017,NA,85,NA,NA,NA,0,"TOD","2017-03-14",2017-02-15,2017-03-06,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-03-11",FALSE,NA,NA,NA,10,"Expired","SAN MARCOS ST","78702",30.26450925,-97.73293425,3,19,"February","March","2017","2017"
"Private Sound Amplification","JUNE","Residential",2018,NA,80,NA,NA,16,NA,"CS-V-CO-NP","2018-06-17",2018-06-15,2018-06-15,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-06-17",FALSE,NA,NA,11,NA,"Expired","7TH ST","78702",30.25683452,-97.70317199,3,0,"June","June","2018","2018"
"Concrete Pouring","MAY","Unknown",2020,NA,NA,7,NA,NA,NA,"CBD","2020-05-21",2020-05-19,2020-05-19,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-05-20",FALSE,0,NA,NA,NA,"Expired","BRAZOS ST","78701",30.26697836,-97.74145118,9,0,"May","May","2020","2020"
"Concrete Pouring","DECEMBER","Unknown",2018,NA,NA,6,NA,NA,NA,"CBD","2018-12-02",2018-11-30,2018-11-30,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-12-01",FALSE,0,NA,NA,NA,"Expired","CESAR CHAVEZ ST","78701",30.26289901,-97.74155753,9,0,"November","November","2018","2018"
"Concrete Pouring","DECEMBER","Unknown",2020,NA,NA,7,NA,NA,NA,"CBD","2020-12-17",2020-12-15,2020-12-15,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-12-16",FALSE,3,NA,NA,NA,"Expired","5TH ST","78701",30.26763064,-97.74596464,9,0,"December","December","2020","2020"
"Outdoor Music Venue",NA,"Other",2019,NA,85,NA,NA,NA,NA,"CBD",NA,2019-07-16,2019-08-14,"Bryan Walker","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",5451,NA,FALSE,NA,NA,NA,NA,"Expired","6TH ST","78701",30.26859012,-97.74567276,9,29,"July","August","2019","2019"
"Concrete Pouring","OCTOBER","Unknown",2014,NA,NA,6,NA,NA,NA,"CBD","2014-10-23",2014-10-16,2014-10-16,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-10-21",FALSE,1,NA,NA,NA,"Expired","5TH ST","78701",30.26647782,-97.74022892,9,0,"October","October","2014","2014"
"Concrete Pouring","JUNE","Unknown",2021,NA,NA,7,NA,NA,NA,"CBD","2021-06-19",2021-06-17,2021-06-17,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-06-18",FALSE,0,NA,NA,NA,"Expired","EAST AVE","78701",30.25594069,-97.73893318,9,0,"June","June","2021","2021"
"Concrete Pouring","APRIL","Unknown",2021,NA,NA,7,NA,NA,NA,"CBD-CURE","2021-04-02",2021-03-31,2021-09-27,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-04-01",FALSE,0,NA,NA,NA,"Expired","2ND ST","78701",30.26578376,-97.75012044,9,180,"March","September","2021","2021"
"Outdoor Music Venue",NA,"Other",2021,NA,70,NA,NA,NA,NA,"PUD",NA,2021-06-04,2021-06-25,"Bryan Walker","21","10","21","10","21","10","21","10","21","10","21","10","21","10","Yes",795,NA,FALSE,NA,NA,NA,NA,"Expired","51ST ST","78723",30.30178349,-97.69866762,9,21,"June","June","2021","2021"
"Concrete Pouring","JANUARY","Unknown",2019,NA,NA,6,NA,NA,NA,"CBD","2019-01-24",2019-01-18,2019-01-18,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-01-23",FALSE,0,NA,NA,NA,"Expired","CESAR CHAVEZ ST","78701",30.26289901,-97.74155753,9,0,"January","January","2019","2019"
"Concrete Pouring","MARCH","Unknown",2018,NA,NA,6,NA,NA,NA,"CBD","2018-03-11",2018-03-08,2018-03-08,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-03-09",FALSE,0,NA,NA,NA,"Expired","RAINEY ST","78701",30.25839263,-97.73904571,9,0,"March","March","2018","2018"
"Advertising Sound Amplification","MARCH","Other",2015,NA,80,NA,NA,NA,0,"DMU","2015-03-21",2015-03-04,2015-03-10,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-03-18",TRUE,NA,NA,NA,12,"Expired","5TH ST","78701",30.26957208,-97.75304188,9,5.95833333333333,"March","March","2015","2015"
"Outdoor Music Venue",NA,"Warehouse",2018,NA,85,NA,NA,NA,NA,"CBD",NA,2018-09-28,2018-12-13,"Bryan Walker","02","10","02","10","02","10","02","10","02","10","02","10","02","10","No",8325,NA,FALSE,NA,NA,NA,NA,"Expired","COLORADO ST","78701",30.26701898,-97.74495761,9,76.0416666666667,"September","December","2018","2018"
"Private Sound Amplification","OCTOBER","Warehouse",2009,NA,NA,NA,NA,NA,21,"CBD","2009-10-23",2009-10-20,2009-10-20,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-10-23",FALSE,NA,NA,NA,18,"Expired","CONGRESS AVE","78701",30.26649962,-97.74389108,9,0,"October","October","2009","2009"
"Concrete Pouring","JUNE","Unknown",2020,NA,NA,7,NA,NA,NA,"CBD","2020-06-21",2020-06-19,2020-06-19,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-06-20",FALSE,0,NA,NA,NA,"Expired","BRAZOS ST","78701",30.26697836,-97.74145118,9,0,"June","June","2020","2020"
"Outdoor Music Venue",NA,"Other",2014,399,85,NA,NA,NA,NA,"CBD",NA,2014-01-21,2014-02-20,"Viktor Auzenne","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",4715,NA,FALSE,NA,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26968892,-97.73636255,9,30,"January","February","2014","2014"
"Concrete Pouring","JULY","Unknown",2024,NA,NA,7,NA,NA,NA,"CBD","2024-07-26",2024-07-22,2024-07-22,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-07-26",FALSE,4,NA,NA,NA,"Expired","DAVIS ST","78701",30.26035802,-97.7385842,9,0,"July","July","2024","2024"
"Outdoor Music Venue",NA,"Other",2016,854,85,NA,NA,NA,NA,"CBD",NA,2016-08-24,2016-09-28,"Bryan Walker","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",5451,NA,FALSE,NA,NA,NA,NA,"Expired","6TH ST","78701",30.26859012,-97.74567276,9,35,"August","September","2016","2016"
"Government Amplified Sound","APRIL","Other",2014,NA,85,NA,NA,18,NA,"GO","2014-04-13",2014-03-28,2014-04-08,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-04-13",FALSE,NA,NA,10,NA,"Expired","2ND ST","78702",30.25660569,-97.71946384,3,11,"March","April","2014","2014"
"Concrete Pouring","MAY","Unknown",2022,NA,NA,6,NA,NA,NA,"CBD","2022-05-12",2022-05-10,2022-05-10,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-11",FALSE,2,NA,NA,NA,"Expired","SABINE ST","78701",30.27119524,-97.73442085,9,0,"May","May","2022","2022"
"Concrete Pouring","JUNE","Unknown",2019,NA,NA,6,NA,NA,NA,"CBD","2019-06-06",2019-06-03,2019-06-03,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-06-04",FALSE,0,NA,NA,NA,"Expired","COLORADO ST","78701",30.26602691,-97.74540561,9,0,"June","June","2019","2019"
"Government Amplified Sound","OCTOBER","Other",2011,NA,85,NA,NA,NA,19,"CS-1","2011-10-04",2011-09-21,2011-09-21,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-10-04",FALSE,NA,NA,NA,18,"Expired","NB LAMAR BLVD","78745",30.2310247,-97.7973052,5,0,"September","September","2011","2011"
"Concrete Pouring","JUNE","Unknown",2024,NA,NA,7,NA,NA,NA,"CBD","2024-06-12",2024-06-07,2024-06-07,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-06-12",FALSE,0,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26165379,-97.73914502,9,0,"June","June","2024","2024"
"Outdoor Music Venue",NA,"Warehouse",2012,199,85,NA,NA,NA,NA,"CBD",NA,2012-08-28,2012-11-14,"Viktor Auzenne","02","10","02","10","02","10","02","10","02","10","02","10","02","10","No",4200,NA,FALSE,NA,NA,NA,NA,"Expired","CONGRESS AVE","78701",30.26703717,-97.74354397,9,78.0416666666667,"August","November","2012","2012"
"Private Sound Amplification","SEPTEMBER","Other",2017,NA,85,NA,NA,NA,23,"DMU","2017-09-30",2017-09-14,2017-09-14,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-09-29",FALSE,NA,NA,NA,12,"Expired","11TH ST","78701",30.27188853,-97.73660123,9,0,"September","September","2017","2017"
"Concrete Pouring","NOVEMBER","Unknown",2017,NA,NA,6,NA,NA,NA,"CBD","2017-11-23",2017-11-09,2017-11-09,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-11-21",FALSE,0,NA,NA,NA,"Expired","WEST AVE","78701",30.26952957,-97.75052242,9,0,"November","November","2017","2017"
"Outdoor Music Venue",NA,"Other",2015,319,85,NA,NA,NA,NA,"CS-1",NA,2015-04-01,2015-04-20,"Bryan Walker","00","21",NA,NA,"00","21",NA,NA,"23","19",NA,NA,NA,NA,"No",3000,NA,FALSE,NA,NA,NA,NA,"Expired","CONGRESS AVE","78748",30.17270986,-97.7857879,2,19,"April","April","2015","2015"
"Concrete Pouring","OCTOBER","Unknown",2013,NA,NA,6,NA,NA,NA,"CBD","2013-11-02",2013-10-30,2013-12-06,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-10-31",FALSE,0,NA,NA,NA,"Expired","COLORADO ST","78701",30.26586964,-97.74483634,9,37.0416666666667,"October","December","2013","2013"
"Advertising Sound Amplification","SEPTEMBER","6th",2011,275,85,NA,NA,NA,1,"CBD","2011-09-18",2011-08-17,2011-09-15,"Margaret C Howard-Heretakis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",4500,"2011-09-15",TRUE,NA,NA,NA,20,"Expired","7TH ST","78701",30.26695859,-97.73612865,9,29,"August","September","2011","2011"
"Concrete Pouring","MARCH","Unknown",2024,NA,NA,7,NA,NA,NA,"CBD","2024-03-15",2024-03-08,2024-03-11,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-03-15",FALSE,0,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26165379,-97.73914502,9,2.95833333333333,"March","March","2024","2024"
"Outdoor Music Venue",NA,"Other",2010,315,70,NA,NA,NA,NA,"CS",NA,2010-06-24,2010-07-21,"Clara Hilling","22",NA,"21",NA,"22",NA,"21",NA,"21",NA,"21",NA,"21",NA,"Yes",192,NA,FALSE,NA,NA,NA,NA,"Expired","CONGRESS AVE","78704",30.24995208,-97.74994523,9,27,"June","July","2010","2010"
"Outdoor Music Venue",NA,"6th",2021,NA,85,NA,NA,NA,NA,"CBD",NA,2021-07-15,2021-08-20,"Bryan Walker","02","10","02","10","02","10","02","10","02","10","02","10","02","10","No",1,NA,FALSE,NA,NA,NA,NA,"Expired","6TH ST","78701",30.26777115,-97.7408057,9,36,"July","August","2021","2021"
"Outdoor Music Venue",NA,"6th",2015,1,85,NA,NA,NA,NA,"CBD",NA,2015-05-01,2015-05-20,"Viktor Auzenne","02","10","02","10","02","10","02","10","02","10","02","10","02","10","No",1,NA,FALSE,NA,NA,NA,NA,"Expired","6TH ST","78701",30.26676255,-97.73907745,9,19,"May","May","2015","2015"
"Concrete Pouring","DECEMBER","Unknown",2020,NA,NA,6,NA,NA,NA,"CBD","2020-12-02",2020-11-30,2020-11-30,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-12-01",FALSE,0,NA,NA,NA,"Expired","GUADALUPE ST","78701",30.26933058,-97.74638485,9,0,"November","November","2020","2020"
"Outdoor Music Venue",NA,"Other",2013,153,85,NA,NA,NA,NA,"CBD",NA,2013-02-08,2013-03-12,"Viktor Auzenne","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",1200,NA,FALSE,NA,NA,NA,NA,"Expired","CONGRESS AVE","78701",30.26489889,-97.74361718,9,31.9583333333333,"February","March","2013","2013"
"Outdoor Music Venue",NA,"Other",2017,NA,85,NA,NA,NA,NA,"DMU",NA,2017-01-10,2017-03-03,"Bryan Walker","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",4000,NA,FALSE,NA,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26872582,-97.73661026,9,52,"January","March","2017","2017"
"Concrete Pouring","OCTOBER","Unknown",2022,NA,NA,6,NA,NA,NA,"CBD","2022-10-13",2022-10-11,2022-10-11,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-10-12",FALSE,2,NA,NA,NA,"Expired","SABINE ST","78701",30.27119524,-97.73442085,9,0,"October","October","2022","2022"
"Concrete Pouring","JULY","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-07-21",2023-07-18,2023-07-18,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-21",FALSE,0,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26165379,-97.73914502,9,0,"July","July","2023","2023"
"Concrete Pouring","OCTOBER","Unknown",2019,NA,NA,6,NA,NA,NA,"CBD","2019-10-26",2019-10-15,2019-10-15,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-10-24",FALSE,1,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26080367,-97.73886053,9,0,"October","October","2019","2019"
"Concrete Pouring","AUGUST","Unknown",2015,NA,NA,6,NA,NA,NA,"CBD","2015-08-31",2015-08-28,2015-08-28,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-08-28",FALSE,2,NA,NA,NA,"Expired","2ND ST","78701",30.26594737,-97.74923206,9,0,"August","August","2015","2015"
"Outdoor Music Venue",NA,"Other",2012,49,70,NA,NA,NA,NA,"CS-MU-CO-NP",NA,2012-02-16,2012-03-14,"Clara Hilling","00","10","22","10","00",NA,"22","10","22","10","22","10","22","10","Yes",1714,NA,FALSE,NA,NA,NA,NA,"Expired","5TH ST","78702",30.25323472,-97.70057209,3,26.9583333333333,"February","March","2012","2012"
"Concrete Pouring","FEBRUARY","Unknown",2025,NA,NA,7,NA,NA,NA,"CBD","2025-02-07",2025-02-05,2025-02-06,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-02-07",FALSE,0,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26165379,-97.73914502,9,1,"February","February","2025","2025"
"Outdoor Music Venue",NA,"Other",2013,110,85,NA,NA,NA,NA,"CBD",NA,2013-02-26,2013-03-08,"Viktor Auzenne","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",2500,NA,FALSE,NA,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26786591,-97.73624999,9,10,"February","March","2013","2013"
"Concrete Pouring","AUGUST","Unknown",2020,NA,NA,6,NA,NA,NA,"CBD","2020-08-06",2020-08-04,2020-08-04,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-08-05",FALSE,0,NA,NA,NA,"Expired","GUADALUPE ST","78701",30.26933058,-97.74638485,9,0,"August","August","2020","2020"
"Concrete Pouring","MAY","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-05-30",2023-05-26,2023-05-26,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-05-30",FALSE,0,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26165379,-97.73914502,9,0,"May","May","2023","2023"
"Concrete Pouring","DECEMBER","Unknown",2021,NA,NA,7,NA,NA,NA,"CBD","2021-12-16",2021-12-14,2021-12-14,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-12-15",FALSE,0,NA,NA,NA,"Expired","BRAZOS ST","78701",30.26456529,-97.74248867,9,0,"December","December","2021","2021"
"Advertising Sound Amplification","MARCH","Other",2010,NA,NA,NA,NA,NA,2,"CBD","2010-03-20",2010-02-25,2010-03-16,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-03-17",FALSE,NA,NA,NA,10,"Expired","4TH ST","78701",30.26593884,-97.74145691,9,18.9583333333333,"February","March","2010","2010"
"Concrete Pouring","FEBRUARY","Unknown",2018,NA,NA,6,NA,NA,NA,"CBD","2018-02-17",2018-02-05,2018-02-05,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-02-16",FALSE,0,NA,NA,NA,"Expired","4TH ST","78701",30.26698472,-97.74516765,9,0,"February","February","2018","2018"
"Outdoor Music Venue",NA,"Other",2017,NA,75,NA,NA,NA,NA,"CBD",NA,2017-02-23,2017-03-14,"Bryan Walker","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",1600,NA,FALSE,NA,NA,NA,NA,"Expired","RAINEY ST","78701",30.2608464,-97.73825424,9,18.9583333333333,"February","March","2017","2017"
"Concrete Pouring","JANUARY","Unknown",2024,NA,NA,7,NA,NA,NA,"CBD","2024-01-11",2024-01-11,2024-01-11,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-01-11",FALSE,0,NA,NA,NA,"Expired","RAINEY ST","78701",30.25922859,-97.73890286,9,0,"January","January","2024","2024"
"Concrete Pouring","AUGUST","Unknown",2021,NA,NA,6,NA,NA,NA,"CBD","2021-08-20",2021-08-18,2021-08-18,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-08-19",FALSE,0,NA,NA,NA,"Expired","GUADALUPE ST","78701",30.26933058,-97.74638485,9,0,"August","August","2021","2021"
"Concrete Pouring","OCTOBER","Unknown",2019,NA,NA,6,NA,NA,NA,"CBD-CURE","2019-10-19",2019-10-16,2019-10-16,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-10-17",FALSE,0,NA,NA,NA,"Expired","2ND ST","78701",30.26578376,-97.75012044,9,0,"October","October","2019","2019"
