"SUB_TYPE","EVENT_MONTH","AMPLIFIED_SOUND_DISTRICT","EVENT_YEAR","CAPACITY","DECIBEL_LEVEL","END_HOURS_CONC_POUR_MON_SAT","END_HOURS_NEAR_HOME_FRI_SAT","END_HOURS_NEAR_HOME_SUN_THUR","END_HOURS_NOT_NEAR_HOME","EXISTING_ZONING","EXPIRATION_DATE","IN_DATE","ISSUE_DATE","ISSUED_BY","OMV_FRI_END_TIME","OMV_FRI_START_TIME","OMV_MON_END_TIME","OMV_MON_START_TIME","OMV_SAT_END_TIME","OMV_SAT_START_TIME","OMV_SUN_END_TIME","OMV_SUN_START_TIME","OMV_THU_END_TIME","OMV_THU_START_TIME","OMV_TUE_END_TIME","OMV_TUE_START_TIME","OMV_WED_END_TIME","OMV_WED_START_TIME","REST_51_PERCENT_FOOD_SALES","SQUARE_FOOTAGE","START_DATE","MULTIPLE_START_DATES","START_HOURS_CONC_POUR_MON_SAT","START_HOURS_NEAR_HOME_FRI_SAT","START_HOURS_NEAR_HOME_SUN_THUR","START_HOURS_NOT_NEAR_HOME","STATUS","STREET_ADDRESS","ZIPCODE","LATITUDE","LONGITUDE","COUNCIL_DISTRICT","time_diff","in_mon","issue_mon","in_year","issue_year"
"Concrete Pouring","SEPTEMBER","Unknown",2022,NA,NA,7,NA,NA,NA,"CBD","2022-09-23",2022-09-20,2022-09-20,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-09-22",FALSE,1,NA,NA,NA,"Expired","6TH ST","78701",30.26867853,-97.74596507,9,0,"September","September","2022","2022"
"Private Sound Amplification","NOVEMBER","Other",2018,NA,85,NA,NA,NA,23,"TOD-NP","2018-11-10",2018-10-17,2018-11-01,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-11-10",FALSE,NA,NA,NA,12,"Expired","6TH ST","78702",30.26404603,-97.73016804,3,15,"October","November","2018","2018"
"Concrete Pouring","DECEMBER","Unknown",2019,NA,NA,6,NA,NA,NA,"CBD","2019-12-23",2019-12-11,2019-12-13,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-12-21",FALSE,1,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26080367,-97.73886053,9,2,"December","December","2019","2019"
"Concrete Pouring","DECEMBER","Unknown",2017,NA,NA,6,NA,NA,NA,"CBD","2018-01-01",2017-12-28,2017-12-28,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-12-30",FALSE,0,NA,NA,NA,"Expired","RAINEY ST","78701",30.25839263,-97.73904571,9,0,"December","December","2017","2017"
"Concrete Pouring","APRIL","Unknown",2015,NA,NA,6,NA,NA,NA,"CBD","2015-04-05",2015-04-01,2015-04-01,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-02",FALSE,1,NA,NA,NA,"Expired","5TH ST","78701",30.26732724,-97.74483211,9,0,"April","April","2015","2015"
"Private Sound Amplification","MARCH","Residential",2019,NA,85,NA,14,NA,NA,"CS-MU-CO-NP","2019-03-09",2019-03-04,2019-03-07,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-03-09",FALSE,NA,10,NA,NA,"Expired","2ND ST","78702",30.25864864,-97.72699643,3,3,"March","March","2019","2019"
"Concrete Pouring","SEPTEMBER","Unknown",2020,NA,NA,7,NA,NA,NA,"CBD","2020-09-09",2020-09-03,2020-09-04,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-09-08",FALSE,0,NA,NA,NA,"Expired","5TH ST","78701",30.26763064,-97.74596464,9,1,"September","September","2020","2020"
"Outdoor Music Venue",NA,"Other",2012,50,70,NA,NA,NA,NA,"CS-1-V-CO-NP",NA,2012-03-13,2012-05-08,"Clara Hilling","23","10","21","10","23","10","21","10","21","10","21","10","21","10","Yes",800,NA,FALSE,NA,NA,NA,NA,"Expired","CONGRESS AVE","78704",30.25107106,-97.74951613,9,56,"March","May","2012","2012"
"Concrete Pouring","MAY","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-05-24",2023-05-23,2023-05-23,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-05-24",FALSE,0,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26165379,-97.73914502,9,0,"May","May","2023","2023"
"Advertising Sound Amplification","APRIL","Other",2010,NA,NA,NA,NA,22,NA,"CS-MU-CO-NP","2010-04-14",2010-04-15,2010-04-15,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-04-14",FALSE,NA,NA,16,NA,"Expired","CONGRESS AVE","78745",30.21657384,-97.76936384,3,0,"April","April","2010","2010"
"Outdoor Music Venue",NA,"Other",2014,300,80,NA,NA,NA,NA,"SF-3",NA,2014-12-09,2015-01-15,"Bryan Walker","23","10","22","10","23","10","22","10","22","10","22","10","22","10","No",2000,NA,FALSE,NA,NA,NA,NA,"Expired","35TH ST","78703",30.31208043,-97.77440557,10,37,"December","January","2014","2015"
"Concrete Pouring","JUNE","Unknown",2020,NA,NA,7,NA,NA,NA,"CBD","2020-06-19",2020-06-16,2020-06-17,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-06-18",FALSE,2,NA,NA,NA,"Expired","5TH ST","78701",30.26763064,-97.74596464,9,1,"June","June","2020","2020"
"Outdoor Music Venue",NA,"Residential",2016,NA,80,NA,NA,NA,NA,"SF-3-NP",NA,2016-11-14,2017-02-10,"Bryan Walker","23","10","22","10","23","10","22","10","22","10","22","10","22","10","No",2000,NA,FALSE,NA,NA,NA,NA,"Expired","35TH ST","78703",30.31208043,-97.77440557,10,88,"November","February","2016","2017"
"Concrete Pouring","JUNE","Unknown",2024,NA,NA,6,NA,NA,NA,"CBD","2024-06-28",2024-06-19,2024-06-28,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-06-28",FALSE,0,NA,NA,NA,"Expired","4TH ST","78701",30.267067,-97.74760834,9,9,"June","June","2024","2024"
"Concrete Pouring","DECEMBER","Unknown",2014,NA,NA,18,NA,NA,NA,"CBD","2014-12-17",2014-12-12,2014-12-12,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-12-15",FALSE,0,NA,NA,NA,"Expired","5TH ST","78701",30.2670512,-97.74219699,9,0,"December","December","2014","2014"
"Government Amplified Sound","OCTOBER","Other",2010,NA,85,NA,NA,NA,17,"PUD","2010-10-31",2010-10-08,2010-10-08,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-10-31",FALSE,NA,NA,NA,10,"Expired","MUELLER BLVD","78723",30.29742659,-97.70736326,9,0,"October","October","2010","2010"
"Advertising Sound Amplification","MARCH","Other",2015,NA,85,NA,NA,23,NA,"CS","2015-03-19",2015-02-20,2015-03-16,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-03-16",TRUE,NA,NA,10,NA,"Expired","6TH ST","78703",30.27121145,-97.75223126,9,23.9583333333333,"February","March","2015","2015"
"Concrete Pouring","FEBRUARY","Unknown",2012,NA,NA,6,NA,NA,NA,"CBD-CURE","2012-02-25",2012-02-14,2012-02-14,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-02-22",FALSE,4,NA,NA,NA,"Expired","3RD ST","78701",30.26448868,-97.74182852,9,0,"February","February","2012","2012"
"Outdoor Music Venue",NA,"Other",2017,NA,75,NA,NA,NA,NA,"CBD",NA,2017-12-07,2018-02-05,"Bryan Walker","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",1,NA,FALSE,NA,NA,NA,NA,"Expired","RAINEY ST","78701",30.2608464,-97.73825424,9,60,"December","February","2017","2018"
"Outdoor Music Venue",NA,"6th",2021,NA,85,NA,NA,NA,NA,"CBD",NA,2021-01-11,2022-03-11,"Bryan Walker","02","10","02","10","02","10","02","10","02","10","02","10","02","10","No",1,NA,FALSE,NA,NA,NA,NA,"Expired","6TH ST","78701",30.26714913,-97.7383383,9,424,"January","March","2021","2022"
"Outdoor Music Venue",NA,"6th",2014,900,85,NA,NA,NA,NA,"CBD",NA,2014-11-10,2014-12-18,"Viktor Auzenne","02","10","02","10","02","10","02","10","02","10","02","10","02","10","No",9100,NA,FALSE,NA,NA,NA,NA,"Expired","6TH ST","78701",30.26618573,-97.73558546,9,38,"November","December","2014","2014"
"Outdoor Music Venue",NA,"Residential",2022,NA,80,NA,NA,NA,NA,"CBD",NA,2022-12-19,2023-04-11,"Bryan Walker","22","10","20","10","22","10","20","10","20","10","20","10","20","10","No",6192,NA,FALSE,NA,NA,NA,NA,"Expired","6TH ST","78701",30.27025454,-97.75005784,9,112.958333333333,"December","April","2022","2023"
"Concrete Pouring","MAY","Unknown",2014,NA,NA,NA,NA,NA,NA,"CBD","2014-05-16",2014-05-09,2014-05-09,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-05-14",FALSE,NA,NA,NA,NA,"Expired","CONGRESS AVE","78701",30.26730999,-97.74261779,9,0,"May","May","2014","2014"
"Concrete Pouring","JULY","Unknown",2022,NA,NA,7,NA,NA,NA,"CBD","2022-07-30",2022-07-28,2022-07-28,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-07-29",FALSE,3,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26001067,-97.74003826,9,0,"July","July","2022","2022"
"Concrete Pouring","MARCH","Unknown",2024,NA,NA,7,NA,NA,NA,"CBD","2024-03-05",2024-03-01,2024-03-01,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-03-05",FALSE,0,NA,NA,NA,"Expired","RAINEY ST","78701",30.25922859,-97.73890286,9,0,"March","March","2024","2024"
"Concrete Pouring","MARCH","Unknown",2017,NA,NA,6,NA,NA,NA,"CBD","2017-03-13",2017-03-08,2017-03-08,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-03-11",FALSE,3,NA,NA,NA,"Expired","NUECES ST","78701",30.26625472,-97.74987971,9,0,"March","March","2017","2017"
"Concrete Pouring","NOVEMBER","Unknown",2009,NA,NA,6,NA,NA,NA,"CBD","2009-11-12",2009-09-03,2009-09-03,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-11-09",FALSE,19,NA,NA,NA,"Expired","LAVACA ST","78701",30.26533402,-97.74664086,9,0,"September","September","2009","2009"
"Concrete Pouring","MARCH","Unknown",2018,NA,NA,6,NA,NA,NA,"CBD","2018-03-22",2018-03-14,2018-03-14,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-03-20",FALSE,0,NA,NA,NA,"Expired","3RD ST","78701",30.26679585,-97.74998246,9,0,"March","March","2018","2018"
"Outdoor Music Venue",NA,"Other",2018,NA,85,NA,NA,NA,NA,"CS-1",NA,2018-07-25,2019-07-29,"Bryan Walker","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",3000,NA,FALSE,NA,NA,NA,NA,"Expired","CONGRESS AVE","78748",30.17270986,-97.7857879,2,369,"July","July","2018","2019"
"Concrete Pouring","JULY","Unknown",2014,NA,NA,6,NA,NA,NA,"CBD","2014-07-25",2014-07-22,2014-07-22,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-07-22",FALSE,19,NA,NA,NA,"Expired","SAN ANTONIO ST","78701",30.26529698,-97.74916709,9,0,"July","July","2014","2014"
"Concrete Pouring","DECEMBER","Unknown",2013,NA,NA,6,NA,NA,NA,"CBD","2013-12-30",2013-12-23,2013-12-26,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-12-27",FALSE,19,NA,NA,NA,"Expired","5TH ST","78701",30.26867252,-97.74784734,9,3,"December","December","2013","2013"
"Outdoor Music Venue",NA,"Other",2017,NA,75,NA,NA,NA,NA,"CBD",NA,2017-02-23,2017-03-14,"Bryan Walker","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",2300,NA,FALSE,NA,NA,NA,NA,"Expired","RAINEY ST","78701",30.26070309,-97.73837532,9,18.9583333333333,"February","March","2017","2017"
"Outdoor Music Venue",NA,"Other",2021,NA,75,NA,NA,NA,NA,"CBD",NA,2021-04-22,2021-11-05,"Bryan Walker","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",1100,NA,FALSE,NA,NA,NA,NA,"Expired","RAINEY ST","78701",30.25985371,-97.73867062,9,197,"April","November","2021","2021"
"Public Sound Amplification","OCTOBER","Other",2014,NA,80,NA,22,NA,NA,"CS","2014-10-17",2014-10-15,2014-10-16,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-10-17",FALSE,NA,18,NA,NA,"Expired","THORNTON RD","78704",30.24498917,-97.77179295,5,1,"October","October","2014","2014"
"Outdoor Music Venue",NA,"6th",2014,53,85,NA,NA,NA,NA,"CBD",NA,2014-12-23,2015-01-09,"Viktor Auzenne","02","22","02","22","02","22","02","22","02","22","02","22","02","22","No",800,NA,FALSE,NA,NA,NA,NA,"Expired","6TH ST","78701",30.26720834,-97.73854583,9,17,"December","January","2014","2015"
"Concrete Pouring","APRIL","Unknown",2021,NA,NA,7,NA,NA,NA,"CBD","2021-04-11",2021-04-09,2021-04-09,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-04-10",FALSE,0,NA,NA,NA,"Expired","5TH ST","78701",30.26763064,-97.74596464,9,0,"April","April","2021","2021"
"Concrete Pouring","NOVEMBER","Unknown",2019,NA,NA,7,NA,NA,NA,"CBD-CURE","2019-11-06",2019-11-01,2019-11-01,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-11-04",FALSE,0,NA,NA,NA,"Expired","2ND ST","78701",30.26578376,-97.75012044,9,0,"November","November","2019","2019"
"Concrete Pouring","JANUARY","Unknown",2022,NA,NA,7,NA,NA,NA,"CBD","2022-01-07",2022-01-05,2022-01-06,"Cierra Beltran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-01-06",FALSE,0,NA,NA,NA,"Expired","BRAZOS ST","78701",30.26456529,-97.74248867,9,1,"January","January","2022","2022"
"Advertising Sound Amplification","MARCH","6th",2010,NA,NA,NA,NA,NA,2,"CBD","2010-03-21",2010-02-23,2010-03-09,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-03-17",FALSE,NA,NA,NA,10,"Expired","6TH ST","78701",30.26680372,-97.73730833,9,14,"February","March","2010","2010"
"Concrete Pouring","MAY","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-05-19",2023-05-16,2023-05-16,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-05-19",FALSE,0,NA,NA,NA,"Expired","DAVIS ST","78701",30.26035802,-97.7385842,9,0,"May","May","2023","2023"
"Concrete Pouring","APRIL","Unknown",2014,NA,NA,6,NA,NA,NA,"CBD","2014-04-10",2014-04-07,2014-04-07,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-04-08",FALSE,0,NA,NA,NA,"Expired","COLORADO ST","78701",30.26586964,-97.74483634,9,0,"April","April","2014","2014"
"Concrete Pouring","DECEMBER","Unknown",2019,NA,NA,6,NA,NA,NA,"CBD","2019-12-12",2019-11-25,2019-11-26,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-12-10",FALSE,0,NA,NA,NA,"Expired","COLORADO ST","78701",30.26602691,-97.74540561,9,1,"November","November","2019","2019"
"Concrete Pouring","APRIL","Unknown",2022,NA,NA,0,NA,NA,NA,"CBD","2022-04-04",2022-04-04,2022-04-04,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-04",FALSE,19,NA,NA,NA,"Expired","BRAZOS ST","78701",30.26456529,-97.74248867,9,0,"April","April","2022","2022"
"Private Sound Amplification","OCTOBER","Other",2010,NA,NA,NA,22,NA,NA,"CS","2010-10-29",2010-10-27,2010-10-27,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-10-29",FALSE,NA,19,NA,NA,"Expired","THORNTON RD","78704",30.24498917,-97.77179295,5,0,"October","October","2010","2010"
"Outdoor Music Venue",NA,"Warehouse",2023,NA,70,NA,NA,NA,NA,"CBD",NA,2023-11-29,2023-12-22,"Bryan Walker","02","11","02","11","02","11","02","11","02","11","02","11","02","11","Yes",4300,NA,FALSE,NA,NA,NA,NA,"Expired","4TH ST","78701",30.26706981,-97.74543152,9,23,"November","December","2023","2023"
"Advertising Sound Amplification","DECEMBER","Other",2015,NA,80,NA,NA,NA,0,"TOD","2015-12-31",2015-12-03,2015-12-14,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-12-31",FALSE,NA,NA,NA,22,"Expired","5TH ST","78702",30.26394522,-97.73170426,3,11,"December","December","2015","2015"
"Advertising Sound Amplification","MARCH","Other",2014,NA,85,NA,NA,NA,23,"DMU","2014-03-17",2014-01-23,2014-03-10,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-03-14",TRUE,NA,NA,NA,10,"Expired","GUADALUPE ST","78701",30.28009737,-97.74253445,9,45.9583333333333,"January","March","2014","2014"
"Concrete Pouring","MARCH","Unknown",2018,NA,NA,6,NA,NA,NA,"CBD","2018-03-25",2018-03-22,2018-03-22,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-03-23",FALSE,2,NA,NA,NA,"Expired","WEST AVE","78701",30.26775294,-97.75093592,9,0,"March","March","2018","2018"
"Government Amplified Sound","OCTOBER","Other",2011,NA,85,NA,NA,NA,13,"P","2011-10-15",2011-10-13,2011-10-13,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-10-15",FALSE,NA,NA,NA,10,"Expired","11TH ST","78701",30.27311536,-97.74095687,9,0,"October","October","2011","2011"
"Concrete Pouring","JULY","Unknown",2024,NA,NA,7,NA,NA,NA,"CBD","2024-07-03",2024-07-01,2024-07-02,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-07-03",FALSE,0,NA,NA,NA,"Expired","DAVIS ST","78701",30.26035802,-97.7385842,9,1,"July","July","2024","2024"
"Concrete Pouring","MAY","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-05-22",2023-05-18,2023-05-18,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-05-22",FALSE,0,NA,NA,NA,"Expired","RIVER ST","78701",30.25779098,-97.73853596,9,0,"May","May","2023","2023"
"Private Sound Amplification","APRIL","Residential",2017,NA,85,NA,NA,14,NA,"GR","2017-04-30",2017-04-28,2017-04-28,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-04-30",FALSE,NA,NA,12,NA,"Expired","SB RESEARCH BLVD SVRD","78757",30.36504567,-97.71968074,4,0,"April","April","2017","2017"
"Advertising Sound Amplification","APRIL","Other",2015,NA,80,NA,18,NA,NA,"LI","2015-04-11",2015-04-03,2015-04-07,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-11",FALSE,NA,12,NA,NA,"Expired","5TH ST","78702",30.2543414,-97.70557919,3,4,"April","April","2015","2015"
"Outdoor Music Venue",NA,"6th",2021,NA,85,NA,NA,NA,NA,"CBD",NA,2021-07-29,2021-09-03,"Bryan Walker","02","10","02","10","02","10","02","10","02","10","02","10","02","10","No",2000,NA,FALSE,NA,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26715137,-97.73668429,9,36,"July","September","2021","2021"
"Government Amplified Sound","OCTOBER","Other",2012,NA,85,NA,22,NA,NA,"CS","2012-10-20",2012-10-18,2012-10-19,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-10-20",FALSE,NA,14,NA,NA,"Expired","CESAR CHAVEZ ST","78702",30.25172754,-97.6986997,3,1,"October","October","2012","2012"
"Outdoor Music Venue",NA,"Other",2022,NA,75,NA,NA,NA,NA,"ERC",NA,2022-10-18,2023-03-08,"Bryan Walker","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",4000,NA,FALSE,NA,NA,NA,NA,"Expired","TINNIN FORD RD","78741",30.24048515,-97.72603905,3,141.041666666667,"October","March","2022","2023"
"Outdoor Music Venue",NA,"Other",2014,573,85,NA,NA,NA,NA,"CS-1",NA,2014-09-29,2014-10-24,"Viktor Auzenne","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",6050,NA,FALSE,NA,NA,NA,NA,"Expired","RIVERSIDE DR","78704",30.2582306,-97.74871941,9,25,"September","October","2014","2014"
"Concrete Pouring","OCTOBER","Unknown",2022,NA,NA,6,NA,NA,NA,"CBD","2022-10-29",2022-10-26,2022-10-26,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-10-28",FALSE,2,NA,NA,NA,"Expired","SABINE ST","78701",30.27119524,-97.73442085,9,0,"October","October","2022","2022"
"Outdoor Music Venue",NA,"6th",2014,107,85,NA,NA,NA,NA,"CBD",NA,2014-02-13,2014-03-10,"Viktor Auzenne","14","10","14","10","14","10","14","10","14","10","14","10","14","10","Yes",1000,NA,FALSE,NA,NA,NA,NA,"Expired","7TH ST","78701",30.26766695,-97.73864757,9,24.9583333333333,"February","March","2014","2014"
"Advertising Sound Amplification","MARCH","Other",2014,NA,85,NA,NA,NA,18,"CS","2014-03-13",2014-02-05,2014-03-10,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-03-12",TRUE,NA,NA,NA,11,"Expired","CESAR CHAVEZ ST","78702",30.25749671,-97.72485732,3,32.9583333333333,"February","March","2014","2014"
"Concrete Pouring","JANUARY","Unknown",2018,NA,NA,6,NA,NA,NA,"CBD","2018-01-31",2018-01-25,2018-01-25,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-01-29",FALSE,0,NA,NA,NA,"Expired","4TH ST","78701",30.26698472,-97.74516765,9,0,"January","January","2018","2018"
"Concrete Pouring","FEBRUARY","Unknown",2018,NA,NA,6,NA,NA,NA,"CBD","2018-02-21",2018-02-12,2018-02-12,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-02-19",FALSE,0,NA,NA,NA,"Expired","3RD ST","78701",30.26679585,-97.74998246,9,0,"February","February","2018","2018"
"Outdoor Music Venue",NA,"Warehouse",2013,170,85,NA,NA,NA,NA,"CBD",NA,2013-10-11,2013-11-14,"Viktor Auzenne","02","10","02","10","02","10","02","10","02","10","02","10","02","10","No",1600,NA,FALSE,NA,NA,NA,NA,"Expired","4TH ST","78701",30.26633618,-97.74464956,9,34.0416666666667,"October","November","2013","2013"
"Outdoor Music Venue",NA,"Other",2023,NA,70,NA,NA,NA,NA,"GR-CO",NA,2023-08-31,2023-10-18,"Bryan Walker","23","10","21","10","23","10","21","10","21","10","21","10","21","10","Yes",1,NA,FALSE,NA,NA,NA,NA,"Expired","FM 620 RD","78732",30.40258206,-97.8552158,10,48,"August","October","2023","2023"
"Concrete Pouring","JANUARY","Unknown",2022,NA,NA,6,NA,NA,NA,"CBD","2022-01-20",2022-01-18,2022-01-18,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-01-19",FALSE,0,NA,NA,NA,"Expired","GUADALUPE ST","78701",30.26933058,-97.74638485,9,0,"January","January","2022","2022"
"Outdoor Music Venue",NA,"Other",2012,71,70,NA,NA,NA,NA,"CS-V-NCCD-NP",NA,2012-02-09,2012-03-12,"Clara Hilling","22","11","20","11","22","11","20","11","20","11","20","11","20","11","Yes",1500,NA,FALSE,NA,NA,NA,NA,"Expired","CONGRESS AVE","78704",30.2492021,-97.74944259,9,31.9583333333333,"February","March","2012","2012"
"Concrete Pouring","OCTOBER","Unknown",2019,NA,NA,6,NA,NA,NA,"CBD-CURE","2019-10-27",2019-10-23,2019-10-24,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-10-25",FALSE,0,NA,NA,NA,"Expired","2ND ST","78701",30.26578376,-97.75012044,9,1,"October","October","2019","2019"
"Concrete Pouring","DECEMBER","Unknown",2017,NA,NA,6,NA,NA,NA,"CBD","2017-12-10",2017-12-07,2017-12-07,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-12-08",FALSE,2,NA,NA,NA,"Expired","WEST AVE","78701",30.26775294,-97.75093592,9,0,"December","December","2017","2017"
"Concrete Pouring","DECEMBER","Unknown",2014,NA,NA,6,NA,NA,NA,"CBD","2014-12-17",2014-12-11,2014-12-11,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-12-15",FALSE,19,NA,NA,NA,"Expired","SAN ANTONIO ST","78701",30.26529698,-97.74916709,9,0,"December","December","2014","2014"
"Concrete Pouring","MAY","Unknown",2014,NA,NA,NA,NA,NA,NA,"CBD","2014-05-22",2014-05-20,2014-05-20,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-05-21",FALSE,NA,NA,NA,NA,"Expired","CONGRESS AVE","78701",30.26730999,-97.74261779,9,0,"May","May","2014","2014"
"Concrete Pouring","JULY","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-07-19",2023-07-17,2023-07-17,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-19",FALSE,0,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26165379,-97.73914502,9,0,"July","July","2023","2023"
